index,message,true_label,stages_used,confidences,final_prediction,final_stage,cost,latency_ms
842,lmao take a pic and send it to me,0,"[1, 2]","{'stage1': 0.07170984501171832, 'stage2': 0.19838944024434035, 'stage2_fallback': True}",0,2,0.0,7.877826690673828
843,ding me on ya break fassyole blacko from londn,0,"[1, 2]","{'stage1': 0.10163531225147132, 'stage2': 0.18116494902641195, 'stage2_fallback': True}",0,2,0.0,11.769533157348633
844,i anything lor,0,"[1, 2]","{'stage1': 0.030509875599232895, 'stage2': 0.1283342921665775}",0,2,0.0,8.973360061645508
845,a pure hearted person can have a wonderful smile that makes even his her enemies to feel guilty for being an enemy so catch the world with your smile goodmorning amp have a smiley sunday,0,"[1, 2]","{'stage1': 0.05518316760824071, 'stage2': 0.23571354314249907, 'stage2_fallback': True}",0,2,0.0,11.192798614501953
846,i like cheap but i m happy to splash out on the wine if it makes you feel better,0,"[1, 2]","{'stage1': 0.037841236647355565, 'stage2': 0.17742184205318381, 'stage2_fallback': True}",0,2,0.0,9.966135025024414
847,sry da jst nw only i came to home,0,"[1, 2]","{'stage1': 0.05087386681024791, 'stage2': 0.14716617715635907}",0,2,0.0,5.744457244873047
848,i said its okay sorry,0,[1],{'stage1': 0.020169082884418144},0,1,0.0,12.06207275390625
849,guess which pub im in im as happy as a pig in clover or whatever the saying is,0,"[1, 2]","{'stage1': 0.05717026684716392, 'stage2': 0.22378393669455127, 'stage2_fallback': True}",0,2,0.0,8.913516998291016
850,todays vodafone numbers ending with 4882 are selected to a receive a 350 award if your number matches call 09064019014 to receive your 350 award,1,[1],{'stage1': 0.6633483228294927},1,1,0.0,6.752252578735352
851,honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn,0,"[1, 2]","{'stage1': 0.04133823872395272, 'stage2': 0.25261443278844586, 'stage2_fallback': True}",0,2,0.0,11.310338973999023
852,i ll let you know when it kicks in,0,[1],{'stage1': 0.015150016919665487},0,1,0.0,7.513761520385742
853,yes it completely in out of form clark also utter waste,0,"[1, 2]","{'stage1': 0.03437572185606557, 'stage2': 0.18466728214999406, 'stage2_fallback': True}",0,2,0.0,9.755134582519531
854,isn t frnd a necesity in life imagine urself witout a frnd hw d u feel at ur colleg wat ll u do wth ur cell wat abt functions thnk abt events espe ll cared missed amp irritated u 4wrd it to all those dear loving frnds wthout whom u cant live i jst did it takecare goodmorning,0,[1],{'stage1': 0.02381676076799402},0,1,0.0,8.524894714355469
855,private your 2003 account statement for shows 800 un redeemed s i m points call 08715203694 identifier code 40533 expires 31 10 04,1,[1],{'stage1': 0.754544882861738},1,1,0.0,0.0
856,then she buying today no need to c meh,0,"[1, 2]","{'stage1': 0.031497404525972425, 'stage2': 0.15744232027991326, 'stage2_fallback': True}",0,2,0.0,15.715360641479492
857,fwiw the reason i m only around when it s time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0,"[1, 2]","{'stage1': 0.03604333503621273, 'stage2': 0.2075548676215233, 'stage2_fallback': True}",0,2,0.0,10.354042053222656
858,ya srsly better than yi tho,0,"[1, 2]","{'stage1': 0.04239862804351839, 'stage2': 0.11186551897140772}",0,2,0.0,9.912729263305664
859,alright took the morphine back in yo,0,"[1, 2]","{'stage1': 0.03972891006223961, 'stage2': 0.10828791028693165}",0,2,0.0,9.035587310791016
860,ok take care umma to you too,0,"[1, 2]","{'stage1': 0.037227828068942065, 'stage2': 0.16655454781078896, 'stage2_fallback': True}",0,2,0.0,10.404348373413086
861,nah im goin 2 the wrks with j wot bout u,0,"[1, 2]","{'stage1': 0.06775417590952601, 'stage2': 0.1334550473983205}",0,2,0.0,9.221792221069336
862,anyway seriously hit me up when you re back because otherwise i have to light up with armand and he always has shit and or is vomiting,0,"[1, 2]","{'stage1': 0.039838372075755545, 'stage2': 0.12991334552315265}",0,2,0.0,10.499238967895508
863,howz that persons story,0,[1],{'stage1': 0.028925260022013993},0,1,0.0,2.0041465759277344
864,i cant pick the phone right now pls send a message,0,"[1, 2]","{'stage1': 0.06280569088565481, 'stage2': 0.2689547852186988, 'stage2_fallback': True}",0,2,0.0,15.779495239257812
865,k fyi i m back in my parents place in south tampa so i might need to do the deal somewhere else,0,[1],{'stage1': 0.023429846865237067},0,1,0.0,7.761240005493164
866,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,0,"[1, 2]","{'stage1': 0.1469472089158394, 'stage2': 0.22284701878716096, 'stage2_fallback': True}",0,2,0.0,9.307861328125
867,also track down any lighters you can find,0,"[1, 2]","{'stage1': 0.05924239243333946, 'stage2': 0.28136921167481976, 'stage2_fallback': True}",0,2,0.0,8.003950119018555
868,yup wun believe wat u really neva c e msg i sent shuhui,0,"[1, 2]","{'stage1': 0.04968307473824789, 'stage2': 0.18038236543311856, 'stage2_fallback': True}",0,2,0.0,12.360572814941406
869,apps class varaya elaya,0,"[1, 2]","{'stage1': 0.04348242171319701, 'stage2': 0.1295139620240973}",0,2,0.0,9.305477142333984
870,nope watching tv at home not going out v bored,0,[1],{'stage1': 0.02609949375593195},0,1,0.0,6.97016716003418
871,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to 82468,1,[1],{'stage1': 0.6659940363214482},1,1,0.0,8.733510971069336
872,if you text on your way to cup stop that should work and that should be bus,0,"[1, 2]","{'stage1': 0.12748862137624012, 'stage2': 0.3388900432762035, 'stage2_fallback': True}",0,2,0.0,9.13691520690918
873,hi chikku send some nice msgs,0,"[1, 2]","{'stage1': 0.06179112588675925, 'stage2': 0.3111721296175175, 'stage2_fallback': True}",0,2,0.0,8.942604064941406
874,urgent you have won a 1 week free membership in our 100 000 prize jackpot txt the word claim to no 81010 t c lccltd pobox 4403ldnw1a7rw18,1,[1],{'stage1': 0.9548421283228123},1,1,0.0,8.294343948364258
875,yup i thk cine is better cos no need 2 go down 2 plaza mah,0,[1],{'stage1': 0.02777158483221901},0,1,0.0,7.332563400268555
876,our prashanthettan s mother passed away last night pray for her and family,0,"[1, 2]","{'stage1': 0.0874546921546697, 'stage2': 0.16617462557128884, 'stage2_fallback': True}",0,2,0.0,12.513160705566406
877,s antha num corrct dane,0,"[1, 2]","{'stage1': 0.05679267580521122, 'stage2': 0.19571993413692587, 'stage2_fallback': True}",0,2,0.0,6.012678146362305
878,sex up ur mobile with a free sexy pic of jordan just text babe to 88600 then every wk get a sexy celeb pocketbabe co uk 4 more pics 16 3 wk 087016248,1,[1],{'stage1': 0.8879472939680448},1,1,0.0,7.965087890625
879,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to 84199 optout txt eng stop box39822 w111wx 1 50,1,[1],{'stage1': 0.9225868280735361},1,1,0.0,12.729644775390625
880,i am in office whats the matter msg me now i will call you at break,0,"[1, 2]","{'stage1': 0.061812187816237124, 'stage2': 0.22486814773074273, 'stage2_fallback': True}",0,2,0.0,9.895801544189453
881,can i get your opinion on something first,0,"[1, 2]","{'stage1': 0.07448576317100138, 'stage2': 0.22230940689793752, 'stage2_fallback': True}",0,2,0.0,10.263442993164062
882,sent me ur email id soon,0,"[1, 2]","{'stage1': 0.046508228284255645, 'stage2': 0.23403655524592007, 'stage2_fallback': True}",0,2,0.0,6.012439727783203
883,good night am going to sleep,0,[1],{'stage1': 0.024486984489573885},0,1,0.0,6.499052047729492
884,where do you need to go to get it,0,"[1, 2]","{'stage1': 0.03815948961375182, 'stage2': 0.23065385506486297, 'stage2_fallback': True}",0,2,0.0,13.621091842651367
885,sitting ard nothing to do lor u leh busy w work,0,"[1, 2]","{'stage1': 0.0372724810860418, 'stage2': 0.11432090535736861}",0,2,0.0,11.372566223144531
886,you have got tallent but you are wasting,0,"[1, 2]","{'stage1': 0.07869921028904865, 'stage2': 0.1888941610927621, 'stage2_fallback': True}",0,2,0.0,6.459712982177734
887,we know taj mahal as symbol of love but the other lesser known facts 1 mumtaz was shahjahan s 4th wife out of his 7 wifes 2 shahjahan killed mumtaz s husband to marry her 3 mumtaz died in her lt gt th delivery 4 he then married mumtaz s sister question arises where the hell is the love the great hari,0,[1],{'stage1': 0.021434563004016277},0,1,0.0,8.60142707824707
888,g w r,0,"[1, 2]","{'stage1': 0.06329603294497951, 'stage2': 0.22315058976030724, 'stage2_fallback': True}",0,2,0.0,11.29007339477539
889,oh really perform write a paper go to a movie and be home by midnight huh,0,"[1, 2]","{'stage1': 0.05097305745793944, 'stage2': 0.1813882400776368, 'stage2_fallback': True}",0,2,0.0,6.009101867675781
890,my uncles in atlanta wish you guys a great semester,0,[1],{'stage1': 0.023365621747220188},0,1,0.0,11.639595031738281
891,well the general price is lt gt oz let me know if when how much you want,0,[1],{'stage1': 0.010356653421297539},0,1,0.0,10.140657424926758
892,its good to hear from you,0,"[1, 2]","{'stage1': 0.0902346179527325, 'stage2': 0.1360471872682633}",0,2,0.0,9.004831314086914
893,no probs hon how u doinat the mo,0,"[1, 2]","{'stage1': 0.03401931684124664, 'stage2': 0.18726777138301942, 'stage2_fallback': True}",0,2,0.0,10.312557220458984
894,is it ok if i stay the night here xavier has a sleeping bag and i m getting tired,0,[1],{'stage1': 0.027238712669902777},0,1,0.0,7.4901580810546875
895,sorry in meeting i ll call later,0,"[1, 2]","{'stage1': 0.030537912616580745, 'stage2': 0.1592496609330598, 'stage2_fallback': True}",0,2,0.0,10.25700569152832
896,thank you do you generally date the brothas,0,"[1, 2]","{'stage1': 0.049222433144527324, 'stage2': 0.18819856961544343, 'stage2_fallback': True}",0,2,0.0,10.04791259765625
897,not much no fights it was a good nite,0,[1],{'stage1': 0.014927042696666112},0,1,0.0,7.517337799072266
898,i think steyn surely get one wicket,0,"[1, 2]","{'stage1': 0.03340747376578023, 'stage2': 0.23325856870899284, 'stage2_fallback': True}",0,2,0.0,7.999181747436523
899,she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are lt gt and up,0,[1],{'stage1': 0.012046551133474442},0,1,0.0,9.517908096313477
900,x course it 2yrs just so her messages on messenger lik you r sending me,0,"[1, 2]","{'stage1': 0.03277504518165762, 'stage2': 0.24150524227041353, 'stage2_fallback': True}",0,2,0.0,10.93912124633789
901,wat r u doing,0,"[1, 2]","{'stage1': 0.03010319607053196, 'stage2': 0.1532524464237722, 'stage2_fallback': True}",0,2,0.0,9.942293167114258
902,i m gonna rip out my uterus,0,"[1, 2]","{'stage1': 0.02983933496599305, 'stage2': 0.14691649767633363}",0,2,0.0,7.758617401123047
903,k i yan jiu liao sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb sun can go cine frm 1030 to 2 den hop to orc mrt 4 hip hop at 4,0,"[1, 2]","{'stage1': 0.04610392606580722, 'stage2': 0.29308631285698455, 'stage2_fallback': True}",0,2,0.0,12.935161590576172
904,no dear i do have free messages without any recharge hi hi hi,0,"[1, 2]","{'stage1': 0.07205778327401254, 'stage2': 0.34676540862449584, 'stage2_fallback': True}",0,2,0.0,7.75146484375
905,then anything special,0,"[1, 2]","{'stage1': 0.045628497213678745, 'stage2': 0.18677564285660994, 'stage2_fallback': True}",0,2,0.0,9.944438934326172
906,ok no prob,0,"[1, 2]","{'stage1': 0.031230638495725875, 'stage2': 0.21418304801855295, 'stage2_fallback': True}",0,2,0.0,10.401010513305664
907,oh i will get paid the most outstanding one is for a commercial i did for hasbro in august they made us jump through so many hoops to get paid still not,0,"[1, 2]","{'stage1': 0.04305568787605592, 'stage2': 0.4193058327222028, 'stage2_fallback': True}",0,2,0.0,9.300947189331055
908,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094599,1,[1],{'stage1': 0.630871498818729},1,1,0.0,9.782075881958008
909,he is world famamus,0,"[1, 2]","{'stage1': 0.03394436326417239, 'stage2': 0.14048062940355227}",0,2,0.0,9.493589401245117
910,how about clothes jewelry and trips,0,"[1, 2]","{'stage1': 0.03907182000635984, 'stage2': 0.26505786123204705, 'stage2_fallback': True}",0,2,0.0,8.556604385375977
911,don t think about what u have got think about how to use it that you have got good ni8,0,"[1, 2]","{'stage1': 0.030989955596379314, 'stage2': 0.16949569587785288, 'stage2_fallback': True}",0,2,0.0,9.806156158447266
912,yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,0,"[1, 2]","{'stage1': 0.03382424418804784, 'stage2': 0.14251860590054216}",0,2,0.0,11.000871658325195
913,just now saw your message it k da,0,"[1, 2]","{'stage1': 0.1271060498460291, 'stage2': 0.19406992399454623, 'stage2_fallback': True}",0,2,0.0,11.32655143737793
914,just making dinner you,0,"[1, 2]","{'stage1': 0.041828273886550985, 'stage2': 0.1342737244054221}",0,2,0.0,9.179353713989258
915,dont talk to him ever ok its my word,0,"[1, 2]","{'stage1': 0.029448007236305317, 'stage2': 0.1671623498387082, 'stage2_fallback': True}",0,2,0.0,0.0
916,s 8 min to go for lunch,0,"[1, 2]","{'stage1': 0.16347004735569892, 'stage2': 0.16977176876820566, 'stage2_fallback': True}",0,2,0.0,20.61152458190918
917,you can stop further club tones by replying stop mix see my tone com enjoy html for terms club tones cost gbp4 50 week mfl,1,[1],{'stage1': 0.7111649915113568},1,1,0.0,8.010625839233398
918,well thats nice too bad i cant eat it,0,[1],{'stage1': 0.0164294083674528},0,1,0.0,8.157968521118164
919,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them,0,"[1, 2]","{'stage1': 0.0818168217969449, 'stage2': 0.1885731571589763, 'stage2_fallback': True}",0,2,0.0,10.619878768920898
920,come lt 25 n pass to me lar,0,"[1, 2]","{'stage1': 0.039718372897492055, 'stage2': 0.20767364648045752, 'stage2_fallback': True}",0,2,0.0,9.560346603393555
921,r going 4 today s meeting,0,[1],{'stage1': 0.027958087228625975},0,1,0.0,6.273031234741211
922,double your mins txts on orange or 1 2 price linerental motorola and sonyericsson with b tooth free nokia free call mobileupd8 on 08000839402 or2optout hv9d,1,[1],{'stage1': 0.8143488573918136},1,1,0.0,8.873462677001953
923,hi elaine is today s meeting confirmed,0,"[1, 2]","{'stage1': 0.042129728526175685, 'stage2': 0.35451813869054977, 'stage2_fallback': True}",0,2,0.0,10.660648345947266
924,that s the way you should stay oh,0,[1],{'stage1': 0.022109105047189388},0,1,0.0,7.489204406738281
925,why don t you go tell your friend you re not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,"[1, 2]","{'stage1': 0.03681682633564411, 'stage2': 0.1716075734790724, 'stage2_fallback': True}",0,2,0.0,10.723590850830078
926,arr birthday today i wish him to get more oscar,0,"[1, 2]","{'stage1': 0.07738307047348113, 'stage2': 0.19944745857010857, 'stage2_fallback': True}",0,2,0.0,9.786128997802734
927,k come to nordstrom when you re done,0,"[1, 2]","{'stage1': 0.033055586471401, 'stage2': 0.22313008290067654, 'stage2_fallback': True}",0,2,0.0,11.11149787902832
928,k if u bored up just come to my home,0,[1],{'stage1': 0.019496368217533123},0,1,0.0,5.007505416870117
929,can come my room but cannot come my house cos my house still messy haha,0,[1],{'stage1': 0.010164471685412919},0,1,0.0,9.285449981689453
930,roger that we re probably going to rem in about 20,0,[1],{'stage1': 0.024999405296391438},0,1,0.0,6.4849853515625
931,i ll text carlos and let you know hang on,0,"[1, 2]","{'stage1': 0.08326523080123298, 'stage2': 0.24521315976680663, 'stage2_fallback': True}",0,2,0.0,11.554241180419922
932,win a year supply of cds 4 a store of ur choice worth 500 enter our 100 weekly draw txt music to 87066 ts cs,1,[1],{'stage1': 0.768264482033311},1,1,0.0,8.573055267333984
933,hey you can pay with salary de only lt gt,0,[1],{'stage1': 0.024116336935000347},0,1,0.0,7.750511169433594
934,aight that ll work thanks,0,[1],{'stage1': 0.014779634795134677},0,1,0.0,8.461952209472656
935,great i have to run now so ttyl,0,"[1, 2]","{'stage1': 0.08339467993053082, 'stage2': 0.16074046434031997, 'stage2_fallback': True}",0,2,0.0,9.495258331298828
936,you dont know you jabo me abi,0,[1],{'stage1': 0.025979610107304405},0,1,0.0,8.231878280639648
937,no problem we will be spending a lot of quality time together,0,"[1, 2]","{'stage1': 0.048605877894674895, 'stage2': 0.2174285975861565, 'stage2_fallback': True}",0,2,0.0,9.229421615600586
938,sorry it s a lot of friend of a friend stuff i m just now about to talk to the actual guy who wants to buy,0,"[1, 2]","{'stage1': 0.09187102383610456, 'stage2': 0.13935918810377002}",0,2,0.0,8.739233016967773
939,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit,0,[1],{'stage1': 0.02641481070581924},0,1,0.0,7.011890411376953
940,at what time are you coming,0,[1],{'stage1': 0.015405744114549941},0,1,0.0,9.353399276733398
941,you re not sure that i m not trying to make xavier smoke because i don t want to smoke after being told i smoke too much,0,[1],{'stage1': 0.02895423873391775},0,1,0.0,6.753444671630859
942,you do got a shitload of diamonds though,0,"[1, 2]","{'stage1': 0.030193935263152925, 'stage2': 0.21357322150414876, 'stage2_fallback': True}",0,2,0.0,11.005878448486328
943,yeah we can probably swing by once my roommate finishes up with his girl,0,[1],{'stage1': 0.02455903901366453},0,1,0.0,6.896257400512695
944,adult 18 content your video will be with you shortly,1,[1],{'stage1': 0.4094441818986555},1,1,0.0,8.873224258422852
945,i lost 4 pounds since my doc visit last week woot woot now i m gonna celebrate by stuffing my face,0,"[1, 2]","{'stage1': 0.10078397960750088, 'stage2': 0.23305446226972934, 'stage2_fallback': True}",0,2,0.0,5.248069763183594
946,latest news police station toilet stolen cops have nothing to go on,1,"[1, 2]","{'stage1': 0.1329638456977012, 'stage2': 0.3029383200392361, 'stage2_fallback': True}",0,2,0.0,0.0
947,k i ll call you when i m close,0,"[1, 2]","{'stage1': 0.05277868379119828, 'stage2': 0.15417406305516282, 'stage2_fallback': True}",0,2,0.0,25.107622146606445
948,it s only 140 ard rest all ard 180 at least which is price 4 2 bedrm 900,0,"[1, 2]","{'stage1': 0.05022903612570805, 'stage2': 0.28535479734866, 'stage2_fallback': True}",0,2,0.0,7.360935211181641
949,shant disturb u anymore jia you,0,"[1, 2]","{'stage1': 0.05041336137487079, 'stage2': 0.18422899077758048, 'stage2_fallback': True}",0,2,0.0,12.489557266235352
950,lol ok i ll snatch her purse too,0,[1],{'stage1': 0.011023151786612104},0,1,0.0,3.0062198638916016
951,k k how is your sister kids,0,"[1, 2]","{'stage1': 0.07625259510837093, 'stage2': 0.15647126118282143, 'stage2_fallback': True}",0,2,0.0,13.054370880126953
952,i m thinking that chennai forgot to come for auction,0,"[1, 2]","{'stage1': 0.06374497584585571, 'stage2': 0.2978528059168485, 'stage2_fallback': True}",0,2,0.0,9.645223617553711
953,hello drivby 0quit edrunk sorry iff pthis makes no senrd dnot no how dancce 2 drum n basq ihave fun 2nhite x ros xxxxxxx,0,"[1, 2]","{'stage1': 0.0352299887536521, 'stage2': 0.3520846948433509, 'stage2_fallback': True}",0,2,0.0,9.254693984985352
954,he s an adult and would learn from the experience there s no real danger i just dont like peeps using drugs they dont need but no comment,0,"[1, 2]","{'stage1': 0.051307474594310086, 'stage2': 0.18920290420961305, 'stage2_fallback': True}",0,2,0.0,10.90383529663086
955,i know dat feelin had it with pete wuld get with em nuther place nuther time mayb,0,"[1, 2]","{'stage1': 0.05167061432825312, 'stage2': 0.15785946443584878, 'stage2_fallback': True}",0,2,0.0,11.208295822143555
956,he also knows about lunch menu only da i know,0,[1],{'stage1': 0.023149542854410836},0,1,0.0,7.750511169433594
957,uncle g just checking up on you do have a rewarding month,0,"[1, 2]","{'stage1': 0.04606169851193646, 'stage2': 0.21431419975802368, 'stage2_fallback': True}",0,2,0.0,8.90803337097168
958,it s wylie you in tampa or sarasota,0,"[1, 2]","{'stage1': 0.04354013468559907, 'stage2': 0.21876975345617516, 'stage2_fallback': True}",0,2,0.0,8.012056350708008
959,lol yes our friendship is hanging on a thread cause u won t buy stuff,0,"[1, 2]","{'stage1': 0.12992700649933378, 'stage2': 0.19526654594444548, 'stage2_fallback': True}",0,2,0.0,12.687206268310547
960,ur cash balance is currently 500 pounds to maximize ur cash in now send cash to 86688 only 150p msg cc 08708800282 hg suite342 2lands row w1j6hl,1,[1],{'stage1': 0.7588239691366347},1,1,0.0,3.0059814453125
961,but you were together so you should be thinkin about him,0,[1],{'stage1': 0.021569301918443612},0,1,0.0,13.221263885498047
962,meet after lunch la,0,"[1, 2]","{'stage1': 0.04409445308355977, 'stage2': 0.17948607297688915, 'stage2_fallback': True}",0,2,0.0,10.109186172485352
963,sir i need velusamy sir s date of birth and company bank facilities details,0,"[1, 2]","{'stage1': 0.04815358366580637, 'stage2': 0.25454591357275896, 'stage2_fallback': True}",0,2,0.0,7.752180099487305
964,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct,0,"[1, 2]","{'stage1': 0.0592809166498034, 'stage2': 0.1711232166415574, 'stage2_fallback': True}",0,2,0.0,11.451244354248047
965,yo carlos a few friends are already asking me about you you working at all this weekend,0,[1],{'stage1': 0.02422437459934314},0,1,0.0,7.570743560791016
966,wanna do some art d,0,"[1, 2]","{'stage1': 0.04368972572538771, 'stage2': 0.18754121392867762, 'stage2_fallback': True}",0,2,0.0,8.712291717529297
967,a swt thought nver get tired of doing little things 4 lovable persons coz somtimes those little things occupy d biggest part in their hearts gud ni8,0,"[1, 2]","{'stage1': 0.04282861008064631, 'stage2': 0.22061765725598764, 'stage2_fallback': True}",0,2,0.0,3.7474632263183594
968,you call him now ok i said call him,0,"[1, 2]","{'stage1': 0.12097320078843771, 'stage2': 0.1393812490876794}",0,2,0.0,17.38572120666504
969,ok lor sony ericsson salesman i ask shuhui then she say quite gd 2 use so i considering,0,[1],{'stage1': 0.015121224085636735},0,1,0.0,7.646322250366211
970,dunno leh cant remember mayb lor so wat time r we meeting tmr,0,[1],{'stage1': 0.01956535588043841},0,1,0.0,6.649017333984375
971,on a tuesday night r u 4 real,0,"[1, 2]","{'stage1': 0.07377740743076182, 'stage2': 0.18242290010264045, 'stage2_fallback': True}",0,2,0.0,11.286258697509766
972,horrible gal me in sch doing some stuff how come u got mc,0,[1],{'stage1': 0.014131234769539041},0,1,0.0,7.306814193725586
973,you always make things bigger than they are,0,"[1, 2]","{'stage1': 0.06473177515879303, 'stage2': 0.13190948035727407}",0,2,0.0,2.003908157348633
974,ok,0,[1],{'stage1': 0.014554591148566515},0,1,0.0,15.59138298034668
975,just wait till end of march when el nino gets himself oh,0,"[1, 2]","{'stage1': 0.04283685291598835, 'stage2': 0.16436544377276016, 'stage2_fallback': True}",0,2,0.0,10.250568389892578
976,feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day,0,"[1, 2]","{'stage1': 0.032446656265829335, 'stage2': 0.2175601563099548, 'stage2_fallback': True}",0,2,0.0,10.6353759765625
977,i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair,0,"[1, 2]","{'stage1': 0.03058454689951169, 'stage2': 0.21093320948618677, 'stage2_fallback': True}",0,2,0.0,10.58197021484375
978,how come i din c yup i cut my hair,0,[1],{'stage1': 0.018794419712568008},0,1,0.0,7.488012313842773
979,ok help me ask if she s working tmr a not,0,[1],{'stage1': 0.017571137256057426},0,1,0.0,6.931304931640625
980,u will switch your fone on dammit,0,"[1, 2]","{'stage1': 0.1723745129002755, 'stage2': 0.21964586765724634, 'stage2_fallback': True}",0,2,0.0,9.366273880004883
981,aiyar hard 2 type u later free then tell me then i call n scold n tell u,0,"[1, 2]","{'stage1': 0.09263584158635509, 'stage2': 0.211018272956458, 'stage2_fallback': True}",0,2,0.0,9.522199630737305
982,yes princess are you going to make me moan,0,[1],{'stage1': 0.02781642192015147},0,1,0.0,4.799127578735352
983,ready then call me,0,"[1, 2]","{'stage1': 0.05158791963670752, 'stage2': 0.22608868527806655, 'stage2_fallback': True}",0,2,0.0,12.988090515136719
984,sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun,0,[1],{'stage1': 0.015551411436769016},0,1,0.0,6.513357162475586
985,ugh i don t wanna get out of bed it s so warm,0,"[1, 2]","{'stage1': 0.03849274969427543, 'stage2': 0.14398276541833982}",0,2,0.0,10.99085807800293
986,hurry home soup is done,0,"[1, 2]","{'stage1': 0.032358137759004486, 'stage2': 0.19266084152917773, 'stage2_fallback': True}",0,2,0.0,8.847951889038086
987,call me i m unable to cal lets meet bhaskar and deep,0,"[1, 2]","{'stage1': 0.10803161383302816, 'stage2': 0.20845378672182754, 'stage2_fallback': True}",0,2,0.0,8.60595703125
988,themob hit the link to get a premium pink panther game the new no 1 from sugababes a crazy zebra animation or a badass hoody wallpaper all 4 free,1,[1],{'stage1': 0.4625581513797724},1,1,0.0,7.56525993347168
989,or better still can you catch her and let ask her if she can sell lt gt for me,0,[1],{'stage1': 0.01500107735448673},0,1,0.0,8.394241333007812
990,the table s occupied i m waiting by the tree,0,"[1, 2]","{'stage1': 0.09936217799626063, 'stage2': 0.16222085925794302, 'stage2_fallback': True}",0,2,0.0,8.668661117553711
991,come to my home for one last time i wont do anything trust me,0,[1],{'stage1': 0.016258350749426314},0,1,0.0,12.12453842163086
992,like a personal sized or what,0,"[1, 2]","{'stage1': 0.06756234996859954, 'stage2': 0.1261946872451146}",0,2,0.0,8.496522903442383
993,my stomach has been thru so much trauma i swear i just can t eat i better lose weight,0,"[1, 2]","{'stage1': 0.030509126546577118, 'stage2': 0.1922163015290806, 'stage2_fallback': True}",0,2,0.0,10.80465316772461
994,super da good replacement for murali,0,"[1, 2]","{'stage1': 0.043500143056573064, 'stage2': 0.15187610473140933, 'stage2_fallback': True}",0,2,0.0,10.423898696899414
995,i ve reached home n i bathe liao u can call me now,0,"[1, 2]","{'stage1': 0.04515523521697993, 'stage2': 0.13222985483302135}",0,2,0.0,8.975744247436523
996,thanks and or bomb and date as my phone wanted to say,0,"[1, 2]","{'stage1': 0.07741583283259379, 'stage2': 0.46314705838618053, 'stage2_fallback': True}",0,2,0.0,3.007173538208008
997,i ve not called you in a while this is hoping it was l8r malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day,0,[1],{'stage1': 0.017713825471713292},0,1,0.0,15.893936157226562
998,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,1,[1],{'stage1': 0.6344693190113028},1,1,0.0,7.749080657958984
999,i don t quite know what to do i still can t get hold of anyone i cud pick you up bout 7 30pm and we can see if they re in the pub,0,[1],{'stage1': 0.022972407756768433},0,1,0.0,7.7304840087890625
1000,i m leaving my house now,0,"[1, 2]","{'stage1': 0.046130609846164884, 'stage2': 0.11322488151704244}",0,2,0.0,8.99505615234375
1001,lol that s different i don t go trying to find every real life photo you ever took,0,"[1, 2]","{'stage1': 0.06878985201722218, 'stage2': 0.2418316044423344, 'stage2_fallback': True}",0,2,0.0,10.535717010498047
1002,arun can u transfr me d amt,0,[1],{'stage1': 0.008045176197307335},0,1,0.0,2.0051002502441406
1003,en chikku nange bakra msg kalstiya then had tea coffee,0,"[1, 2]","{'stage1': 0.06068457474107082, 'stage2': 0.1721021102186952, 'stage2_fallback': True}",0,2,0.0,17.825841903686523
1004,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself,0,"[1, 2]","{'stage1': 0.0641986480696611, 'stage2': 0.20578410999244678, 'stage2_fallback': True}",0,2,0.0,8.29458236694336
1005,pls come quick cant bare this,0,"[1, 2]","{'stage1': 0.03551876856392301, 'stage2': 0.20889250324846945, 'stage2_fallback': True}",0,2,0.0,11.0015869140625
1006,just chill for another 6hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,0,"[1, 2]","{'stage1': 0.029995850538960398, 'stage2': 0.1418515670412001}",0,2,0.0,10.706663131713867
